Participant,Vowel,F1 (Hz),F2 (Hz),F3 (Hz),t1_ph,t2_ph,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph,Gender
p119,a,745.1738411395331,1493.276610920502,2795.813018797167,237.627,237.697,0.06999999999999318,237.27700000000002,237.797,lanas,False,False,n,s,Male
p119,a,787.4313936876733,1536.0658421671885,2881.7854837155687,237.797,237.877,0.0800000000000125,237.797,238.417,anchas,True,False,s,n,Male
p119,a,578.2838510805383,1562.0469688978094,2541.9976979996554,238.02700000000002,238.14700000000002,0.12000000000000455,237.797,238.417,anchas,False,False,tS,s,Male
p119,a,585.6646784832202,1446.6130653729801,2554.428307346493,241.666,241.726,0.060000000000002274,241.386,242.06599999999997,literatura,False,False,rf,t,Male
p119,a,650.9810326908515,1540.069164207534,2451.219300727108,241.96599999999998,242.06599999999997,0.09999999999999433,241.386,242.06599999999997,literatura,False,True,rf,sp,Male
p119,a,658.0132892461745,1175.3352818155456,2471.971633103598,244.851,244.891,0.039999999999992035,244.72099999999998,245.37099999999998,excavador,False,False,k,b,Male
p119,a,593.1017302066791,1152.9204943913905,2524.0664029117484,244.96099999999998,245.011,0.04999999999998295,244.72099999999998,245.37099999999998,excavador,False,False,b,D,Male
p119,a,678.6287320546879,1480.8527869317263,2536.446105628156,251.91,251.96,0.05000000000001137,251.78,252.36,válido,False,False,b,l,Male
p119,a,661.3078650407948,1749.1220603852082,2630.054990959226,263.258,263.298,0.040000000000020464,263.158,263.718,enanitos,False,False,n,n,Male
p119,a,767.7964591387549,1593.8655209853287,2267.4130953023223,266.807,266.907,0.0999999999999659,266.807,267.337,acabar,True,False,sp,k,Male
p119,a,584.3740838592395,1402.0436036424792,2172.000183444654,266.997,267.047,0.05000000000001137,266.807,267.337,acabar,False,False,k,b,Male
p119,a,681.853932057763,1375.1892504360967,2308.330935273529,267.107,267.217,0.1099999999999568,266.807,267.337,acabar,False,False,b,rf,Male
p119,a,820.9398590523956,1515.2677894907995,2652.5939969096,276.12,276.21,0.08999999999997499,276.12,276.85,abastecer,True,False,sil,b,Male
p119,a,658.6168009196738,1216.677074644324,2496.472182620098,276.26,276.34,0.07999999999998407,276.12,276.85,abastecer,False,False,b,s,Male
p119,a,794.3629020909241,1529.9872304312814,2609.504666348173,278.432,278.532,0.0999999999999659,278.432,279.132,abandonar,True,False,sp,b,Male
p119,a,746.8474419073482,1411.3366608965446,2644.28953796829,278.592,278.652,0.060000000000002274,278.432,279.132,abandonar,False,False,b,n,Male
p119,a,743.7137319945227,1493.1169894893806,2765.235069797305,278.882,279.002,0.12000000000000455,278.432,279.132,abandonar,False,False,n,rf,Male
p119,a,801.0171698915491,1542.1688534560212,2883.209248963482,280.592,280.752,0.16000000000002498,280.342,280.752,zona,False,True,n,sp,Male
p119,a,660.2377572238531,1384.7966600176392,2511.67860356923,283.442,283.492,0.05000000000001137,283.312,283.882,balada,False,False,b,l,Male
p119,a,707.7268753487062,1411.977471582991,2445.5642814176667,283.572,283.632,0.060000000000002274,283.312,283.882,balada,False,False,l,D,Male
p119,a,872.2410657810982,1483.3104519604626,2691.409225213437,283.732,283.882,0.14999999999997726,283.312,283.882,balada,False,True,D,sp,Male
p119,a,788.5888780894064,1639.8225744176166,2435.1356541426885,284.931,285.01099999999997,0.08000000000004093,284.931,285.461,albino,True,False,sp,l,Male
p119,a,702.694750135299,1727.8741014100879,2653.557791337357,287.538,287.608,0.06999999999999318,287.218,287.868,terminarás,False,False,n,rf,Male
p119,a,654.5763244189394,1579.2380196247555,2506.1946039460518,287.658,287.728,0.06999999999999318,287.218,287.868,terminarás,False,False,rf,s,Male
p119,a,914.9707971316052,1569.391509031202,2722.598298077645,291.223,291.433,0.20999999999997954,290.793,291.433,revista,False,True,t,sp,Male
p119,a,634.9825342937747,1509.568603466195,2428.410197161263,293.121,293.241,0.12000000000000455,292.751,293.421,nuestras,False,False,rf,s,Male
p119,a,525.5412179532468,1545.751351256943,2265.3144337828962,293.70099999999996,293.76099999999997,0.060000000000002274,293.461,294.341,ubicaciones,False,False,k,T,Male
p119,a,685.1289619355682,1494.6506577337134,2357.353826550685,297.58099999999996,297.651,0.06999999999999318,297.441,298.061,vaquera,False,False,b,k,Male
p119,a,781.005706886876,1587.8312633633575,2782.572153011042,297.89099999999996,298.061,0.16999999999995907,297.441,298.061,vaquera,False,True,rf,sp,Male
p119,a,647.8732092754552,1296.4749942115636,2415.174237899983,300.806,300.856,0.05000000000001137,300.436,301.20599999999996,sovacar,False,False,b,k,Male
p119,a,665.8549277567516,1447.673178877875,2324.7321577978705,300.976,301.086,0.11000000000001364,300.436,301.20599999999996,sovacar,False,False,k,rf,Male
p119,o,584.7788579867616,1026.4633069486392,2698.5408968219017,3.173,3.263,0.08999999999999986,3.083,3.553,zombi,False,False,T,m,Male
p119,o,565.6211876006463,1126.9189212129158,2351.071785886398,5.142,5.362,0.21999999999999972,4.652,5.362,básico,False,True,k,sp,Male
p119,o,453.1951494501747,922.4659029014152,2542.5894428127467,11.215,11.335,0.12000000000000098,10.965,11.455,árbol,False,False,b,l,Male
p119,o,571.4701879743458,1160.4122504786594,2523.0665223641213,15.804,15.924000000000001,0.11999999999999922,15.504000000000001,16.064,valor,False,False,l,rf,Male
p119,o,364.6814682200783,935.789577078814,2225.0000121991548,20.8,20.95,0.14999999999999858,20.46,20.95,libro,False,True,rf,sp,Male
p119,o,710.5945783993416,1417.0746862215433,2572.187703159693,22.705,22.805,0.10000000000000142,22.175,22.935,valuación,False,False,j,n,Male
p119,o,539.7394857701793,1151.3059674291087,2274.6616014268384,28.924,28.984,0.060000000000002274,28.674,29.614,barometro,False,False,rf,m,Male
p119,o,585.7361525613145,899.9416535213603,2363.802343946641,31.558000000000003,31.648000000000003,0.08999999999999986,31.258000000000003,31.848000000000003,carbono,False,False,b,n,Male
p119,o,534.7180784895935,1267.9319845819834,2405.329347465145,41.123000000000005,41.173,0.05000000000000426,40.983000000000004,41.643,lógica,False,False,l,x,Male
p119,o,405.9753358649669,1088.1975006456605,2491.169250750935,49.573,49.783,0.21000000000000085,48.963,49.783,zigoto,False,True,t,sp,Male
p119,o,691.5481374557802,1194.2478099636276,2758.960915061319,51.501000000000005,51.56100000000001,0.060000000000002274,51.091,51.961000000000006,vacaciones,False,False,j,n,Male
p119,o,537.640048690271,939.8956585328377,2492.807466954779,53.32899999999999,53.419,0.0899999999999963,53.00899999999999,53.57899999999999,balcón,False,False,k,ng,Male
p119,o,584.7250554518791,1054.043451900163,2481.4108300118723,58.575,58.665,0.0899999999999963,58.505,58.965,boca,False,False,b,k,Male
p119,o,419.850566276128,971.3429737202227,2614.152643758366,61.534,61.714,0.17999999999999972,60.983999999999995,61.714,hambriento,False,True,t,sp,Male
p119,o,512.8931631016967,1002.6910253740216,2420.4117438090184,67.075,67.205,0.12999999999999545,66.795,67.445,cebolla,False,False,b,L,Male
p119,o,379.443501570016,906.4599514198616,2468.474141623953,68.747,68.867,0.12000000000000455,68.747,69.247,hotel,True,False,sp,t,Male
