Participant,Vowel,F1.50,F2.50,F3.50,F1.25,F2.25,F3.25,F1.75,F2.75,F3.75,Gender,Corpus,t1_ph,t2_ph,fname,dur_ph,t1_wd,t2_wd,word,is_wdinit_ph,is_wdfin_ph,prev_ph,next_ph
s051,e,556.5758141097396,1935.7444095208543,2060.720279402294,519.0712771741552,1784.149085123221,2236.428150914203,558.4627494174673,1618.3853640924397,2020.063377848196,Female,DIMEx100,1.122,1.153,textgrids/dime/s05114.TextGrid,0.030999999999999917,1.122,1.207,el,True,False,i,l
s051,e,566.5079397267025,1603.9655285274214,2310.6083357868806,625.0175322877038,1837.0328974367749,1949.1149354034728,565.5790704408435,1976.8914375880038,2574.128025161231,Female,DIMEx100,1.247,1.341,textgrids/dime/s05114.TextGrid,0.09399999999999986,1.207,1.649,reparto,False,False,r,p
s051,a,757.2972952403701,1467.963215726351,2210.640301525308,748.6957361570272,1421.6780020158624,2206.7179877186577,753.0188240443931,1581.6011835478764,2087.3952731018267,Female,DIMEx100,1.383,1.469,textgrids/dime/s05114.TextGrid,0.08600000000000008,1.207,1.649,reparto,False,False,p,r(
s051,o,577.7822339646298,1600.9714447710362,1643.4413044217567,575.6292563915889,1593.6457455276618,1646.5739428913255,569.8894146002476,1613.8164957178892,1704.3095763948597,Female,DIMEx100,1.582,1.649,textgrids/dime/s05114.TextGrid,0.06699999999999995,1.207,1.649,reparto,False,True,t,d
s051,e,579.2584503475993,1765.7173024811614,2079.2374358064008,601.2594700599326,1780.2160438868766,2018.150702743898,548.2725166284033,1788.0265697483435,2107.1081662459615,Female,DIMEx100,1.675,1.705,textgrids/dime/s05114.TextGrid,0.030000000000000027,1.649,1.705,de,False,True,d,l
s051,a,710.9193696206278,1659.687363689061,1800.4920246325014,679.9044424963016,1775.7580187266058,1997.5015382690708,663.9418249671123,1112.4784815769217,1857.6938161171697,Female,DIMEx100,1.753,1.82,textgrids/dime/s05114.TextGrid,0.06700000000000017,1.705,1.891,las,False,False,l,s
s051,u,503.2044257937335,1373.3479345712854,2906.299620105999,478.8888009133628,1208.8017239797525,2946.508849432791,512.0660112625124,1535.859341548495,2861.406694354527,Female,DIMEx100,1.954,1.993,textgrids/dime/s05114.TextGrid,0.039000000000000146,1.891,2.244,fuentes,False,False,f,e
s051,e,496.0033817499809,2121.578329484024,2455.3324587233365,495.2135514761112,1893.7198663370486,2797.1816715692157,529.8437897755937,2179.6449304870725,2892.582830978898,Female,DIMEx100,1.993,2.034,textgrids/dime/s05114.TextGrid,0.0409999999999997,1.891,2.244,fuentes,False,False,u,n
s051,e,500.1630199127592,1911.5567685076244,2316.976817468545,514.8267584465948,1968.3797445719947,2138.0482049596867,414.1734303516061,1890.4229268637002,2034.2782161783598,Female,DIMEx100,2.147,2.218,textgrids/dime/s05114.TextGrid,0.07100000000000017,1.891,2.244,fuentes,False,False,t,s
s051,e,480.56190175095276,1908.3415944318244,2168.201377526672,480.2866294754024,1960.778181092059,2181.7234238119377,462.4359176604181,1731.9999571104456,2145.7305010023106,Female,DIMEx100,2.268,2.318,textgrids/dime/s05114.TextGrid,0.050000000000000266,2.244,2.318,de,False,True,d,f
s051,i,411.718358679849,2666.4487798062555,3818.715931653125,371.1807250928922,2596.5025039549137,3487.2160259487273,414.70083097726433,2662.3628910308785,3895.5487380470377,Female,DIMEx100,2.393,2.441,textgrids/dime/s05114.TextGrid,0.04800000000000004,2.318,3.066,financiación,False,False,f,n
s051,a,706.1781215751838,1636.023477930415,1957.5548773605829,665.5820789270502,1773.5089492044697,2129.7066528554897,513.1222003384635,1562.488472628332,1991.399984349074,Female,DIMEx100,2.504,2.588,textgrids/dime/s05114.TextGrid,0.08400000000000007,2.318,3.066,financiación,False,False,n,n
s051,i,436.2142347477285,1978.1326190345565,2462.6275272297885,410.0206623474617,1826.8632175470207,2504.750313907633,445.2083443413678,2010.3379193105354,2393.2778510146754,Female,DIMEx100,2.713,2.739,textgrids/dime/s05114.TextGrid,0.0259999999999998,2.318,3.066,financiación,False,False,s,a
s051,a,601.411840032032,1682.9282805798607,1987.5658490976832,578.4796559689634,2005.8692109524454,2103.6976140670213,557.7528436083949,1315.404316233011,2405.071070696346,Female,DIMEx100,2.739,2.807,textgrids/dime/s05114.TextGrid,0.06800000000000006,2.318,3.066,financiación,False,False,i,s
s051,i,344.19632440545297,2524.6538696716166,2775.777222150683,299.57826060884145,2539.1983065410504,3084.364561654008,447.57103265215335,2380.66339803125,2876.6006107282674,Female,DIMEx100,2.9,2.958,textgrids/dime/s05114.TextGrid,0.058000000000000274,2.318,3.066,financiación,False,False,s,o
s051,o,685.4315858838162,1812.209081138897,2375.890318095061,676.5047625872554,2008.5229231762687,2494.642512249597,528.900294344006,1726.379055165539,2001.8592041308282,Female,DIMEx100,2.958,3.008,textgrids/dime/s05114.TextGrid,0.04999999999999982,2.318,3.066,financiación,False,False,i,n
s051,a,710.222738105728,982.7901729670675,1960.5720211869614,529.0272432019004,1304.4836741656354,1909.3003861343386,689.4629137727582,1229.9717528265774,2135.2589952451617,Female,DIMEx100,3.066,3.127,textgrids/dime/s05114.TextGrid,0.06099999999999994,3.066,3.564,aprobados,True,False,n,p
s051,o,505.18915197635283,1553.619399343001,2379.677957366593,473.58842469578866,1606.8792693055834,2206.0745739473746,517.2647472893516,1460.0421074181168,2509.016318186122,Female,DIMEx100,3.243,3.278,textgrids/dime/s05114.TextGrid,0.03500000000000014,3.066,3.564,aprobados,False,False,r(,b
s051,a,769.0062404816085,1619.413795196432,2069.337985060809,754.7083356525858,1490.0061896709685,2299.683174628625,721.8590769553827,1704.7730531313541,1910.3086766076603,Female,DIMEx100,3.332,3.409,textgrids/dime/s05114.TextGrid,0.07699999999999996,3.066,3.564,aprobados,False,False,b,d
s051,o,492.273111213579,1601.064879297318,3052.2096115522186,488.4823446922049,1652.3669352453585,2691.321945100307,458.90077869506234,1533.681323466985,3328.2914786221245,Female,DIMEx100,3.465,3.52,textgrids/dime/s05114.TextGrid,0.05500000000000016,3.066,3.564,aprobados,False,False,d,s
s051,o,526.2156608612571,1417.9579602906633,2537.514174239378,506.70306835767184,1320.3561903027282,2675.0838973206264,515.8794451666502,1501.0755411879104,2367.1236608151153,Female,DIMEx100,3.659,3.686,textgrids/dime/s05114.TextGrid,0.027000000000000135,3.564,3.713,por,False,False,p,r(
s051,e,473.04811214629,1948.3252026291116,2115.0424495919783,484.4380060095955,1939.6484546383945,2146.6396303799925,443.77778254961737,2043.0543510611046,2120.3573541841643,Female,DIMEx100,3.713,3.772,textgrids/dime/s05114.TextGrid,0.05899999999999972,3.713,3.826,el,True,False,r(,l
s051,o,559.3998876263865,1158.6673320077864,2882.061398741586,547.0446284543461,1173.0709166353254,2907.984023077653,544.8373167549729,1155.2495557718162,2866.726533804431,Female,DIMEx100,3.881,3.939,textgrids/dime/s05114.TextGrid,0.058000000000000274,3.826,4.332,gobierno,False,False,g,b
s051,i,382.19782964040195,2496.845408837534,2696.4114599272775,383.2052703929937,2488.092411432496,3255.246340206249,406.7610434277767,2139.735403183772,2554.370199602668,Female,DIMEx100,3.989,4.072,textgrids/dime/s05114.TextGrid,0.08300000000000018,3.826,4.332,gobierno,False,False,b,e
s051,e,560.1984716780767,2150.6313501175923,2225.26192113526,513.3416925234106,2286.196713699043,2369.345571824467,565.4774210375891,2026.5222338217845,2749.302379319174,Female,DIMEx100,4.072,4.13,textgrids/dime/s05114.TextGrid,0.05799999999999983,3.826,4.332,gobierno,False,False,i,r(
s051,o,347.27860420354193,1572.452384786339,2541.9593492247554,390.5643794996744,1417.1671997146536,2529.985489723491,226.617439292887,1444.6052553575819,2577.8464265900643,Female,DIMEx100,4.245,4.332,textgrids/dime/s05114.TextGrid,0.08699999999999974,3.826,4.332,gobierno,False,True,n,.bn
s051,e,553.835931474155,2312.989937627886,2764.769669051045,533.1059094681881,2322.4217002931546,2827.794533649376,548.2206442238854,1840.1256158102856,2458.407847358325,Female,DIMEx100,0.064,0.15,textgrids/dime/s05115.TextGrid,0.086,0.064,0.499,estudió,True,False,,s
s051,u,320.98524051075617,1333.1923886209042,3262.5776563155077,323.6067562205258,1313.441401904677,3286.1458145864253,322.89434534706356,1416.9918797826056,3270.7298693911043,Female,DIMEx100,0.296,0.357,textgrids/dime/s05115.TextGrid,0.061,0.064,0.499,estudió,False,False,t,d
s051,i,318.87587412178146,2399.411346300261,3014.871944312102,312.78954939220404,2351.363885413021,2959.809186970393,333.1745443920029,2428.215015105914,3011.418335712956,Female,DIMEx100,0.426,0.461,textgrids/dime/s05115.TextGrid,0.03500000000000003,0.064,0.499,estudió,False,False,d,o
s051,o,471.0900251324995,2205.5040048064466,2824.6347365405204,392.31411067516177,2246.487586560967,2809.061952860738,563.0348919101815,2187.7219290164267,2817.6001194091855,Female,DIMEx100,0.461,0.499,textgrids/dime/s05115.TextGrid,0.03799999999999998,0.064,0.499,estudió,False,True,i,e
s051,e,658.2068989095341,2066.562231213381,2765.9472772497434,644.7607562195311,2112.277682939964,2734.569861002556,584.4254629758423,2179.012266500098,2751.980011150019,Female,DIMEx100,0.499,0.572,textgrids/dime/s05115.TextGrid,0.07299999999999995,0.499,1.038,economía,True,False,o,k
s051,o,751.6197092466751,1702.073616303941,2740.344515188672,725.5906384491126,1589.8138041281204,2818.3641974092625,713.3049903981012,1539.6452469088963,2496.2488587638322,Female,DIMEx100,0.668,0.713,textgrids/dime/s05115.TextGrid,0.04499999999999993,0.499,1.038,economía,False,False,k,n
s051,o,671.4807461523525,1578.3233122394072,3238.2171297447053,430.25479084210616,1616.6703670984493,3105.6976272794645,385.8618738253813,1503.6239104572098,2945.9851571495583,Female,DIMEx100,0.783,0.847,textgrids/dime/s05115.TextGrid,0.06399999999999995,0.499,1.038,economía,False,False,n,m
s051,i,327.8585686092813,2678.468231586693,3976.5252599030723,309.35923719920214,2723.434148585615,3824.817602351925,355.1818616899315,2668.7118943189794,3865.6046771672004,Female,DIMEx100,0.915,0.985,textgrids/dime/s05115.TextGrid,0.06999999999999995,0.499,1.038,economía,False,False,m,a
s051,a,689.638122115323,2465.892417711545,3477.519134536892,638.3737135425906,2533.282095321076,3541.122162599275,695.9191385677509,2486.058188539688,3452.807633879017,Female,DIMEx100,0.985,1.038,textgrids/dime/s05115.TextGrid,0.05300000000000005,0.499,1.038,economía,False,True,i,e
s051,e,624.9289921776494,2519.257899528128,3419.4314740872214,673.5177199147349,2525.886474088539,3444.415291701558,661.9529494806387,2488.8214119153754,3366.2042116581188,Female,DIMEx100,1.038,1.092,textgrids/dime/s05115.TextGrid,0.05400000000000005,1.038,1.125,en,True,False,a,n
s051,a,832.8982637946821,1533.915944058737,1721.2753848551629,751.3821010537309,1825.5248086665551,2346.943236300741,799.4090044596024,1532.8350522217402,2575.230336242388,Female,DIMEx100,1.159,1.217,textgrids/dime/s05115.TextGrid,0.05800000000000005,1.125,1.217,la,False,True,l,u
s051,u,416.73030357229123,1092.52917059021,2652.764157521379,500.47836177168335,1145.1798579176518,2150.887418528439,343.7671211243208,1179.0472167840635,2643.411094806288,Female,DIMEx100,1.217,1.278,textgrids/dime/s05115.TextGrid,0.06099999999999994,1.217,1.574,unam,True,False,a,n
s051,a,600.0914970817397,1881.9584625200914,2438.790009736871,579.7346788000995,1951.4043686297268,2351.9015789669456,665.0708591920834,1822.954513625977,2288.4213072242055,Female,DIMEx100,1.369,1.477,textgrids/dime/s05115.TextGrid,0.1080000000000001,1.217,1.574,unam,False,False,n,m
s051,i,274.642614652926,2581.6249035017545,4011.1150974903417,310.0863835161844,2628.1665201415776,4085.3585603556157,267.61062908289614,2326.9825169911087,2597.7465463789563,Female,DIMEx100,1.719,1.772,textgrids/dime/s05115.TextGrid,0.052999999999999936,1.719,1.772,y,True,True,.sil,l
s051,a,704.1591318790282,2093.8526987826667,2432.12724822203,639.1123328803725,1923.4257030942954,2214.641791523074,672.3546566088744,2105.3073675737974,2561.8343458058894,Female,DIMEx100,1.821,1.881,textgrids/dime/s05115.TextGrid,0.06000000000000005,1.772,1.881,la,False,True,l,l
s051,i,347.8338520039083,2628.3786295769805,3425.300715156925,373.9319888369412,2508.26133211092,2631.8422531894626,355.68175319779687,2657.1775549932186,3401.174423923425,Female,DIMEx100,1.933,1.985,textgrids/dime/s05115.TextGrid,0.052000000000000046,1.881,2.534,licenciatura,False,False,l,s
s051,e,445.27228489909623,2005.3744543104256,3045.4959673804774,423.25190018975036,1878.9173370374053,2065.304827367112,427.50561550925767,1992.9120737684357,2112.5614511934664,Female,DIMEx100,2.07,2.129,textgrids/dime/s05115.TextGrid,0.05900000000000016,1.881,2.534,licenciatura,False,False,s,n
s051,i,388.81045083519024,2642.1109233930656,3631.588755524587,340.40136924590354,2609.7352140789376,3705.7833985852667,452.4678408375507,2533.5295316140955,3558.10583503809,Female,DIMEx100,2.214,2.243,textgrids/dime/s05115.TextGrid,0.028999999999999915,1.881,2.534,licenciatura,False,False,s,e
s051,e,518.2186204438507,1932.8283342169457,2334.938916759519,499.370031952066,1912.3882964508814,2389.812039778269,487.7350949515437,2117.7068545350107,2157.089191628491,Female,DIMEx100,2.243,2.287,textgrids/dime/s05115.TextGrid,0.04400000000000004,1.881,2.534,licenciatura,False,False,i,t
s051,u,478.5745453053516,1595.2276316013927,3097.0257295808346,461.6301868835543,1569.8024500752576,3139.6819521289226,485.7597326942467,1665.151567981814,2993.4023930668427,Female,DIMEx100,2.377,2.419,textgrids/dime/s05115.TextGrid,0.04200000000000026,1.881,2.534,licenciatura,False,False,t,r(
s051,a,716.0280717991067,2043.692395142959,2469.590750810142,715.4673827422115,1947.829872851285,2804.122739914295,697.898526140295,1732.0943758469687,2183.6760268681815,Female,DIMEx100,2.451,2.534,textgrids/dime/s05115.TextGrid,0.08299999999999974,1.881,2.534,licenciatura,False,True,r(,n
s051,e,506.6848842491836,2284.3499101679217,2394.139166342888,493.22211581873046,2363.634455638732,2428.7973071175047,492.8214977053475,2109.6752212951915,2344.9821325582607,Female,DIMEx100,2.625,2.678,textgrids/dime/s05115.TextGrid,0.052999999999999936,2.593,2.971,derecho,False,False,d,r(
s051,e,460.1776480045858,2531.133375376043,2563.2533232660435,471.188685361983,2535.9099043296883,2554.6035105687865,451.46545495651844,2450.6731889749576,2599.1979246174064,Female,DIMEx100,2.723,2.81,textgrids/dime/s05115.TextGrid,0.08700000000000019,2.593,2.971,derecho,False,False,r(,tS
s051,o,560.42486607066,2214.6629530941336,2874.0751807896086,492.3152165423929,2183.0141884709346,2788.591767496579,517.55114614945,2178.8600511611385,2654.2872156461785,Female,DIMEx100,2.933,2.971,textgrids/dime/s05115.TextGrid,0.038000000000000256,2.593,2.971,derecho,False,True,tS,n
s051,a,671.7886086851992,1551.3574077161504,2492.4619112333658,738.4954056778439,1954.2605299158993,3284.5647128638293,557.3801641344348,1376.4183090632287,1798.5397152510707,Female,DIMEx100,3.042,3.082,textgrids/dime/s05115.TextGrid,0.040000000000000036,3.012,3.082,la,False,True,l,u
s051,u,445.67275815778794,1329.402102146399,2342.4745547566827,464.03188660479617,1358.1589468341701,2324.152510193513,402.3320678062475,1368.5884240818114,2587.4598619229523,Female,DIMEx100,3.082,3.127,textgrids/dime/s05115.TextGrid,0.04499999999999993,3.082,3.697,universidad,True,False,a,n
s051,i,397.27648386743044,2696.0434591314997,4039.4088502370164,408.6094001108494,2745.522412448509,3966.3494326390855,379.51818791965593,2719.5952676981224,4062.4629003754303,Female,DIMEx100,3.183,3.226,textgrids/dime/s05115.TextGrid,0.04300000000000015,3.082,3.697,universidad,False,False,n,b
s051,e,508.5106624316905,1898.5592292406304,2709.329701471633,425.41364070692833,1784.1497434808036,2708.2901814248958,516.8495010554709,1964.6596749734301,2601.889703922638,Female,DIMEx100,3.27,3.339,textgrids/dime/s05115.TextGrid,0.06899999999999995,3.082,3.697,universidad,False,False,b,r(
s051,i,356.4042313325075,2312.0614875596,2712.917852840237,310.7394118658766,2552.5539298469657,3306.4032729748665,372.58457467948847,2133.7586069382237,2684.4619404331584,Female,DIMEx100,3.471,3.514,textgrids/dime/s05115.TextGrid,0.042999999999999705,3.082,3.697,universidad,False,False,s,d
s051,a,799.6120875001017,1899.5692298228366,2192.672122889525,632.2224592242908,1526.3471599848233,2181.238917346302,791.9356949623315,1881.5386270621248,2230.5636585521215,Female,DIMEx100,3.544,3.633,textgrids/dime/s05115.TextGrid,0.08899999999999997,3.082,3.697,universidad,False,False,d,d
s051,i,312.1968157980809,2669.3817941751254,3014.5392170508862,305.6123577602533,2658.058877314858,3051.599459549475,358.94740780105025,2527.0968750403536,2963.0893151754044,Female,DIMEx100,3.697,3.762,textgrids/dime/s05115.TextGrid,0.06499999999999995,3.697,4.606,iberoamericana,True,False,d,b
s051,e,515.5254839864433,1988.5112184241868,2949.6491476088636,472.2625963213003,1920.908158745423,2881.6747248651122,529.4140627355039,1970.9557934707193,2876.833539622001,Female,DIMEx100,3.803,3.845,textgrids/dime/s05115.TextGrid,0.04200000000000026,3.697,4.606,iberoamericana,False,False,b,r(
s051,o,688.2282488931429,1714.590839066861,2843.598888290498,612.3636718158509,1744.9742988527235,2863.8639375038915,751.8820518974773,1675.8180218177965,2805.348983190059,Female,DIMEx100,3.87,3.895,textgrids/dime/s05115.TextGrid,0.02499999999999991,3.697,4.606,iberoamericana,False,False,r(,a
s051,a,774.8019105003048,1453.9168671993846,2490.7696417371135,795.7922422321095,1492.7250146622314,2551.3714251039696,731.7497954691872,1453.191637061213,2529.7482085313,Female,DIMEx100,3.895,3.954,textgrids/dime/s05115.TextGrid,0.05900000000000016,3.697,4.606,iberoamericana,False,False,o,m
s051,e,710.6082059294031,2459.0451102262264,3221.553301887355,614.6398620513255,2140.3038618556225,2960.8473545265056,696.568976034762,2517.6530074609086,3419.0785674112335,Female,DIMEx100,4.016,4.07,textgrids/dime/s05115.TextGrid,0.05400000000000027,3.697,4.606,iberoamericana,False,False,m,r(
s051,i,320.57386920437773,799.7336165872437,2660.2535801547715,328.50989063207993,2664.5320238114473,4016.8320473985686,280.4163953546027,1444.9704478611761,3103.697161695879,Female,DIMEx100,4.11,4.177,textgrids/dime/s05115.TextGrid,0.06699999999999928,3.697,4.606,iberoamericana,False,False,r(,k
s051,a,844.3721841481005,1993.887578592356,2839.0865584656494,792.9448336435997,1354.2977238842498,2241.174505047725,858.6291228605834,1946.3625331291837,2834.39103231283,Female,DIMEx100,4.285,4.361,textgrids/dime/s05115.TextGrid,0.07599999999999962,3.697,4.606,iberoamericana,False,False,k,n
s051,a,745.8708194667421,2042.5946500214377,2537.1823219360895,1796.7132333570808,2175.7256471286137,3028.5244449731085,846.2098909418337,2075.3253509653027,2843.91377396636,Female,DIMEx100,4.439,4.606,textgrids/dime/s05115.TextGrid,0.16699999999999982,3.697,4.606,iberoamericana,False,True,n,.sil
s051,u,315.7549635011024,1423.1197782618794,3199.123587818229,313.72923002151265,1438.2516941024344,3152.0067309443907,321.2263275083903,1421.1044856883948,3161.8392090328907,Female,DIMEx100,0.203,0.247,textgrids/dime/s05116.TextGrid,0.043999999999999984,0.101,0.247,su,False,True,s,d
s051,e,583.3375908501547,2063.30000387754,2703.6220658314646,509.7755261187802,1945.6794145536453,2827.882254602801,582.7911506735699,1952.6756448553795,2135.726368512955,Female,DIMEx100,0.278,0.37,textgrids/dime/s05116.TextGrid,0.09199999999999997,0.247,0.971,destitución,False,False,d,s
s051,i,309.2509233613206,2371.5799012376415,3357.4271908030737,325.73670728811,2366.644664994077,3408.816195601437,310.7367140495243,2439.8061719230404,3181.03583552391,Female,DIMEx100,0.489,0.539,textgrids/dime/s05116.TextGrid,0.050000000000000044,0.247,0.971,destitución,False,False,t,t
s051,u,356.5962058783059,1400.9269404236418,3204.6003443636623,345.2380738361667,1492.5707164474582,3186.5765975166955,364.0960823265179,1356.4068963945035,3320.7391256878536,Female,DIMEx100,0.633,0.704,textgrids/dime/s05116.TextGrid,0.07099999999999995,0.247,0.971,destitución,False,False,t,s
s051,i,442.4649937584566,2326.869481971553,3091.5051624222215,346.17970329849794,2358.168577161046,3133.3416058916137,563.1690333469562,2186.222899753748,3096.413785534971,Female,DIMEx100,0.812,0.866,textgrids/dime/s05116.TextGrid,0.05399999999999994,0.247,0.971,destitución,False,False,s,o
s051,o,499.08954456757823,1757.2401276559672,2859.885275369973,532.0415959385722,1867.34770107867,3219.564890529888,427.1536142529541,1605.6932995036966,2538.283421207365,Female,DIMEx100,0.866,0.922,textgrids/dime/s05116.TextGrid,0.05600000000000005,0.247,0.971,destitución,False,False,i,n
s051,o,767.335052791794,1452.0447016099545,2141.0642465982073,761.433891654086,1519.7290502676708,3145.996570524333,702.597023558748,1466.7315428032648,2821.623526529938,Female,DIMEx100,1.04,1.101,textgrids/dime/s05116.TextGrid,0.06099999999999994,0.971,1.227,sólo,False,False,s,l
s051,o,620.214722014565,1346.974334656876,2847.957315112483,647.3224081729697,1473.386309061419,2893.5864960916706,584.2684379858737,1419.8583551699437,2939.987003048344,Female,DIMEx100,1.16,1.227,textgrids/dime/s05116.TextGrid,0.06700000000000017,0.971,1.227,sólo,False,True,l,p
s051,o,670.2162890192927,1403.764411549722,3213.8021113716513,619.7079766616408,1131.5420133148984,3141.6820466000518,585.8704843351912,1543.127199056667,2707.8913677059327,Female,DIMEx100,1.299,1.37,textgrids/dime/s05116.TextGrid,0.07100000000000017,1.227,1.481,podrá,False,False,p,d
s051,a,744.4485782767514,2026.6289631421018,3095.897566617252,720.5163716317649,2017.0371854800092,3069.303342860541,745.6422638198374,2020.1492138342228,3000.0213241309666,Female,DIMEx100,1.443,1.481,textgrids/dime/s05116.TextGrid,0.038000000000000034,1.227,1.481,podrá,False,True,r(,e
s051,e,666.2828855625692,1846.2536749043174,2259.958190365792,703.9121867051795,1990.8724169846269,2617.805970012172,633.0062917530634,1715.3825037564825,2177.940849808757,Female,DIMEx100,1.481,1.522,textgrids/dime/s05116.TextGrid,0.040999999999999925,1.481,2.082,efectuarse,True,False,a,f
s051,e,583.8130400860825,2232.2673827576273,2454.332852104424,592.1492912754793,1843.7284685809839,2237.4573866003416,552.0211520432395,2295.602556696573,2804.2883314717583,Female,DIMEx100,1.593,1.645,textgrids/dime/s05116.TextGrid,0.052000000000000046,1.481,2.082,efectuarse,False,False,f,k
s051,u,542.6970947274245,1320.4117977578842,2741.006347401959,524.4505114612962,1398.1336070794723,2831.632542489672,578.0108903996777,1272.5872859203066,2467.797020865224,Female,DIMEx100,1.789,1.832,textgrids/dime/s05116.TextGrid,0.04300000000000015,1.481,2.082,efectuarse,False,False,t,a
s051,a,742.1868546883086,1534.9393810858392,2187.829924431608,721.8054276074594,1389.1295765900927,2236.703559213271,733.0085508972456,1677.879378305017,2154.7035807378184,Female,DIMEx100,1.832,1.895,textgrids/dime/s05116.TextGrid,0.06299999999999994,1.481,2.082,efectuarse,False,False,u,r(
s051,e,516.6716175738972,1780.0663196970763,1955.2887836296804,390.18230585027567,1888.8798391312635,2627.5069773262026,430.74361438984363,1888.6298162742726,2014.629418129715,Female,DIMEx100,2.014,2.082,textgrids/dime/s05116.TextGrid,0.06800000000000006,1.481,2.082,efectuarse,False,True,s,d
s051,e,504.5578913747848,1982.7186675189737,2498.1532737775046,481.8762047177448,2107.411751518868,2463.496034803677,560.7000949833772,1948.8203626283323,2411.5691757892523,Female,DIMEx100,2.122,2.161,textgrids/dime/s05116.TextGrid,0.039000000000000146,2.082,2.161,de,False,True,d,a
s051,a,692.5506582175572,1693.086302955632,2191.352362325005,675.570120451875,1826.011776567389,2202.932538633988,689.8117037932145,1974.2009452853526,2528.647179324516,Female,DIMEx100,2.161,2.201,textgrids/dime/s05116.TextGrid,0.040000000000000036,2.161,2.509,acuerdo,True,False,e,k
s051,u,486.06606308971027,994.0809450537124,2746.678814645112,461.3499499131552,875.8263453783461,2773.8069548122558,509.87944141083506,1118.029108240783,2717.7235325926276,Female,DIMEx100,2.304,2.344,textgrids/dime/s05116.TextGrid,0.040000000000000036,2.161,2.509,acuerdo,False,False,k,e
s051,e,607.485475891043,1740.8468084885606,2535.033563123948,609.6303154651467,1635.6995581770057,2628.769815160055,549.0041938092963,1858.1594633703237,2426.078657281211,Female,DIMEx100,2.344,2.391,textgrids/dime/s05116.TextGrid,0.04700000000000015,2.161,2.509,acuerdo,False,False,u,r(
s051,o,569.5025840927743,1563.4723547847848,2983.5031476881713,570.2182316942537,1669.0082949893106,2874.0580405748933,517.2464553092547,1405.993247604644,3004.3168545425256,Female,DIMEx100,2.462,2.509,textgrids/dime/s05116.TextGrid,0.04699999999999971,2.161,2.509,acuerdo,False,True,d,k
s051,o,632.7444118874909,1439.4453360589084,2666.5567086572833,586.3480774134166,1291.6247884190946,2682.561354056252,645.6963827697269,1524.3772302515042,2294.6112222812417,Female,DIMEx100,2.573,2.609,textgrids/dime/s05116.TextGrid,0.03600000000000003,2.509,2.653,con,False,False,k,n
s051,a,337.0478377206757,1073.0260273484253,2074.3734726282105,872.6483855557241,1668.3240993538705,2186.7482821319322,804.9604260945537,1888.918011853386,3150.2634123349862,Female,DIMEx100,2.685,2.749,textgrids/dime/s05116.TextGrid,0.06400000000000006,2.653,2.835,las,False,False,l,s
s051,e,515.485919952909,2539.2275211939736,2608.415807886333,503.59336842318965,2347.076383517778,2827.3415573940765,472.2919828656799,2410.350744180075,2868.2773352851805,Female,DIMEx100,2.896,2.989,textgrids/dime/s05116.TextGrid,0.09299999999999997,2.835,3.219,reglas,False,False,r,g
s051,a,804.6836054234091,1933.3350618654497,2217.2765179047537,786.7369918405728,1986.2555150588355,2680.757302449477,705.2739975339746,1122.109113959862,1955.1240854577466,Female,DIMEx100,3.083,3.153,textgrids/dime/s05116.TextGrid,0.06999999999999984,2.835,3.219,reglas,False,False,l,s
s051,e,424.47517911793756,1331.7274544251754,2052.0324673855557,399.9974094803051,628.3188555464773,2138.687604329961,411.0606010413037,1996.2488854676526,3176.532228751104,Female,DIMEx100,3.219,3.258,textgrids/dime/s05116.TextGrid,0.039000000000000146,3.219,3.903,establecidas,True,False,s,s
s051,a,798.7988575183682,1070.2553231471436,1858.3239448327865,820.7396592188434,1924.287966607546,3115.2930035141303,738.6237299678296,1286.0689464979112,1780.2765403480387,Female,DIMEx100,3.356,3.43,textgrids/dime/s05116.TextGrid,0.07400000000000029,3.219,3.903,establecidas,False,False,t,b
s051,e,470.955385596013,1820.5484280512537,2458.874882936536,483.26633324251253,2154.619703192831,2388.828161977091,420.7514171758533,1492.18929262126,2429.717983590961,Female,DIMEx100,3.506,3.569,textgrids/dime/s05116.TextGrid,0.06300000000000017,3.219,3.903,establecidas,False,False,l,s
s051,i,274.58322217212515,2585.9066781946003,2667.8853278080505,271.98448903867074,2126.1178228285585,2768.757262275972,281.9396483918226,2596.367398326391,2903.017151480886,Female,DIMEx100,3.661,3.738,textgrids/dime/s05116.TextGrid,0.07699999999999996,3.219,3.903,establecidas,False,False,s,d
s051,a,673.3567368825632,1438.1390626443101,1977.9415626099021,628.1767060554822,1682.6494734950147,2130.124135125954,637.7049616540071,1213.4061990879622,1830.1506716873432,Female,DIMEx100,3.774,3.845,textgrids/dime/s05116.TextGrid,0.07100000000000017,3.219,3.903,establecidas,False,False,d,s
s051,e,364.5164063864133,863.1762687697857,2272.7406854154724,381.81835816205717,1645.9268334801814,2365.016937748583,706.5110794210704,2074.494716275132,3239.8822298250884,Female,DIMEx100,3.903,3.956,textgrids/dime/s05116.TextGrid,0.052999999999999936,3.903,3.985,en,True,False,s,n
s051,a,815.5715127444986,1479.0162317599,1854.4274388157444,759.9858918833613,1356.4285142184087,1926.0150788124724,811.0369899113689,1271.2937851060851,1709.7546904677547,Female,DIMEx100,4.02,4.066,textgrids/dime/s05116.TextGrid,0.04600000000000026,3.985,4.066,la,False,True,l,p
